id;date;condition;problem;attempt;subproblem;action;studentInput;tutor_related_message_sequence/tutor_message/semantic_event/@_name;subproblemResult;tutor_related_message_sequence/tutor_message/event_descriptor/action;modeledSolution;result;tutor_related_message_sequence/tutor_message/custom_field/0/name;tutor_related_message_sequence/tutor_message/custom_field/1/value
5;10.09.2022 13:07;controlGroup;NA;ATTEMPT;task3-2;UpdateTextField;1153 1163 263 56 58;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:07;controlGroup;NA;NA;NA;NA;NA;RESULT;task3-2;UpdateTextField;1153 1163 263 56 58;CORRECT;step_id;1153 1163 263 56 58
5;10.09.2022 13:08;controlGroup;NA;ATTEMPT;task3-3;UpdateTextField;1163 1153 263 56 58;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:08;controlGroup;NA;NA;NA;NA;NA;RESULT;task3-3;UpdateTextField;1163 1153 263 56 58;CORRECT;step_id;1163 1153 263 56 58
5;10.09.2022 13:08;controlGroup;NA;ATTEMPT;done;ButtonPressed;-1;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:08;controlGroup;NA;NA;NA;NA;NA;RESULT;done;ButtonPressed;-1;CORRECT;step_id;-1
5;10.09.2022 13:08;controlGroup;LearningTask4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:08;controlGroup;LearningTask4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:12;controlGroup;NA;ATTEMPT;task4-1;UpdateTextField;4283 4183 4172 5258;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:12;controlGroup;NA;NA;NA;NA;NA;RESULT;task4-1;UpdateTextField;4283 4183 4172 5258;CORRECT;step_id;4283 4183 4172 5258
5;10.09.2022 13:13;controlGroup;NA;ATTEMPT;task4-2;UpdateTextField;4183 4172 4283 5258;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:13;controlGroup;NA;NA;NA;NA;NA;RESULT;task4-2;UpdateTextField;4183 4172 4283 5258;CORRECT;step_id;4183 4172 4283 5258
5;10.09.2022 13:13;controlGroup;NA;ATTEMPT;done;ButtonPressed;-1;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:13;controlGroup;NA;NA;NA;NA;NA;RESULT;done;ButtonPressed;-1;CORRECT;step_id;-1
5;10.09.2022 13:13;controlGroup;LearningTask5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:13;controlGroup;LearningTask5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:18;controlGroup;NA;ATTEMPT;task5-1;UpdateTextField;def deef ef e fd;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:18;controlGroup;NA;NA;NA;NA;NA;RESULT;task5-1;UpdateTextField;def deef ef e fd;CORRECT;step_id;def deef ef e fd
5;10.09.2022 13:18;controlGroup;NA;ATTEMPT;task5-2;UpdateTextField;def deef e ef fd;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:18;controlGroup;NA;NA;NA;NA;NA;RESULT;task5-2;UpdateTextField;def deef e ef fd;CORRECT;step_id;def deef e ef fd
5;10.09.2022 13:18;controlGroup;NA;ATTEMPT;done;ButtonPressed;-1;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:18;controlGroup;NA;NA;NA;NA;NA;RESULT;done;ButtonPressed;-1;CORRECT;step_id;-1
5;10.09.2022 13:18;controlGroup;UserExperience;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:18;controlGroup;UserExperience;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:20;controlGroup;NA;ATTEMPT;item1;UpdateRadioButton;rb1-7: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:20;controlGroup;NA;ATTEMPT;item2;UpdateRadioButton;rb2-5: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item3;UpdateRadioButton;rb3-6: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item4;UpdateRadioButton;rb4-6: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item5;UpdateRadioButton;rb5-6: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item6;UpdateRadioButton;rb6-6: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item7;UpdateRadioButton;rb7-4: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:21;controlGroup;NA;ATTEMPT;item8;UpdateRadioButton;rb8-5: ;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:22;controlGroup;NA;ATTEMPT;done;ButtonPressed;-1;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:22;controlGroup;NA;NA;NA;NA;NA;RESULT;item1;UpdateRadioButton;rb1-1: ;INCORRECT;step_id;rb1-1: 
5;10.09.2022 13:22;controlGroup;Questionnaire;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:22;controlGroup;Questionnaire;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:23;controlGroup;NA;ATTEMPT;question5-1;UpdateTextField;this learning experience;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:29;controlGroup;NA;ATTEMPT;question5-2;UpdateTextField;maybe some additional other tasks (not identical to those presented in the explanation of the algorithm method), if at all possible;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:30;controlGroup;NA;ATTEMPT;done;ButtonPressed;-1;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:30;controlGroup;NA;NA;NA;NA;NA;RESULT;done;ButtonPressed;-1;CORRECT;step_id;-1
5;10.09.2022 13:30;controlGroup;NA;ATTEMPT;question5-3;UpdateTextField;how many mistakes I made in the first part of the problem (before the explanation of the method);NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:30;controlGroup;Demographics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:30;controlGroup;Demographics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:31;controlGroup;NA;ATTEMPT;age;UpdateTextField;28;NA;NA;NA;NA;NA;NA;NA
5;10.09.2022 13:31;controlGroup;NA;ATTEMPT;ctatdiv18;UpdateComboBox; female;NA;NA;NA;NA;NA;NA;NA
